"RID","gender","age","education","miniIPIP20Agreeableness_1","miniIPIP20Agreeableness_2","miniIPIP20Agreeableness_3","miniIPIP20Agreeableness_4","miniIPIP20Conscientiousness_1","miniIPIP20Conscientiousness_2","miniIPIP20Conscientiousness_3","miniIPIP20Conscientiousness_4","miniIPIP20EmotionalStability_1","miniIPIP20EmotionalStability_2","miniIPIP20EmotionalStability_3","miniIPIP20EmotionalStability_4","miniIPIP20Extraversion_1","miniIPIP20Extraversion_2","miniIPIP20Extraversion_3","miniIPIP20Extraversion_4","miniIPIP20Intellect_1","miniIPIP20Intellect_2","miniIPIP20Intellect_3","miniIPIP20Intellect_4"
9227845,"female",43,"GradOrProDegree",5,2,4.03870137894054,2.64194236977795,3,3.41609457985196,7.4172842297893,3,2.15777993396753,2,1.52636067564396,3,3,3.11421566491263,3.90146790751828,4,4,2,5,0.446013866749472
9241703,"female",19,"CurrentInUniv",5.24358882065525,1.62311278529212,5,1,3.66248322779771,4,5,3.11752215890819,4,4.17385271487006,2.22810725022008,4.66618184661007,2.18373375961885,3,2,4.73060722595764,6.5296727711205,3.44368286000548,2.04799267951919,1
9257921,"female",28,"CollegeDegree",3,3,2.97172252688247,2.1643587852518,3,2.63686724789105,3.25484774538791,2,6,3,4.69790753639031,4,5,2,6.73487136375467,3,4,2,2,3.42149183255327
9261495,"female",34,"GradOrProDegree",3,2,6,1,5,6,6,4,4.89059387848273,4,6,1,3,3.16117951220634,4,6,1,6,6,6
9281727,"male",40,"SomeCollege",3.70269704772831,4.19128627742639,1,5,-0.227467283988684,4,6,5.71987926303357,0.457871781338824,3.08943456994131,0.519229028518305,2.93496302004026,2.51066973844191,3.66704972473963,1,2.39899619163527,4.59701618235555,3.66158978560521,4.84598327739621,2
9287360,"female",18,"CurrentInUniv",6,3,5.18369272912236,2.23818960603169,3,3.69219690804324,4.61095567404079,5,1,5,2.39404075460171,3,6,1,4.26907602941247,1,5,3,5,1.56437802644566
9298705,"female",18,"CurrentInUniv",6,1,4.41685912188219,0.620050206716939,1,5.59312732975256,3.24493040195894,5,3.75853790784088,5,2.97847366677085,5,2,2.46541685179157,4.41428960166976,3,6,1,1,1.51348132253207
9306561,"female",18,"less12yrs",6,1,6,1,1,4,4,3,1.78472908004544,4,3.8410990965433,3,4,3.63664498696047,4,3,4,2,1,3
9310758,"female",20,"CurrentInUniv",6,1,5.79919670469696,0.259468250535685,2,3.68929214699764,5.19279744713353,1,4,6,1.78704617817353,2,2,1,4.32629700951857,3,6,1,1,2.77662304528501
9321226,"female",21,"GradOrProDegree",5.20562803819296,2.24235901701567,6,3,5.42508186154356,5,4,1.49587844323251,3.8111388008948,3.17776978006607,4.53934986257804,3.05047449107785,5.84310435542349,3.76021081062724,4,0.741551157827686,5.41642097560366,0.825772384206684,2.36425483810066,2
9322866,"female",15,"HSgrad",5,2,5,2,2,5,5,3,8.40421731858355,4,4.90176666922122,3,5,2.63380178276672,6,5,6,3,4,6
9329158,"female",22,"HSgrad",5.17582987384357,0.556278897540742,6,1,4.02193175503632,6,5,4.93598592655541,5.89710979419169,5.80774217016015,3.54453184510194,3.05098711118454,2.72972947485295,-2.34791340938027,6,2.69946270177277,5.38842581493963,4.19331120476092,3.84482380767546,5
9331175,"female",18,"less12yrs",4,3,4.46750482635026,2.09025128756609,4,0.396631068247735,4.98116889771862,3,4,3,2.8512678224351,4,4,1,5.66590077056381,3,4,2,2,2.79705365904684
9345339,"male",21,"CurrentInUniv",7.82620801208026,2.87507468471104,6,4,4.27433633607087,4,4,1.68106551537312,1,4.23512272043021,1.52439296108986,3.60188946060645,5.50937284297494,5,3,2.99465360373519,5.8394666728107,1.84928321354408,3.29761798256798,1
9378934,"female",23,"GradOrProDegree",5,2,4.77009905957507,1.09238103723831,3,4.91945098555363,4.57943968880852,3,3,5,3.03731838005515,3,1,5,3.72982492305617,5,4,2,1,3.50900116618726
9413236,"female",36,"GradOrProDegree",6.52137658851647,2.22159571011886,5,1,1.94891284267178,5,4,1.66814911914978,1,3.57221840658016,2.03499513401518,4.03496304333443,1.67107230723519,5,2,3.62114489241909,4.99653312126988,2.54241913852534,1.91761374129773,1
9458470,"female",35,"GradOrProDegree",6,5,6,1,2,3,1,4,3.24461379522528,3,6.13680412561381,1,5,3.5820510918343,3,2,6,1,2,1
9465464,"female",25,"HSgrad",4,2,5,2,3,6,5,3,3.80647190618706,3,3.76119203184608,2,3,0.430025990782143,4,1,4,5,4,4
9468693,"male",19,"CurrentInUniv",5,3,4,3,3,3,5,3,3.25245247623745,5,0.944715505111613,5,4,3.58817610286277,3,4,6,3,3,2
9471515,"male",21,"CurrentInUniv",4.2309603325475,3.91488909564811,6,3,4.88762412772583,1,4,2.44266022404418,1,5.06514640744633,1.07679703395989,3.50108350756333,2.65356888928997,2,1,3.15643492041307,4.10649458617717,4.12699072622471,2.9081941721471,2
9492905,"female",53,"GradOrProDegree",6,1,4.84996947714043,0.353169022215555,3,3.23021801374123,3.23291077303578,3,2.34995194368139,4,4,5,5,0.980787913633418,5.90520303993201,1,3,2,5,3.04503059558847
9493629,"female",20,"CurrentInUniv",5.92753127622947,2.38990472460372,6,1,5.52571776557726,1,6,-0.465998128428885,-1.50230616932345,4.84480653566435,0.577314028803025,3.5716258101578,4.83640341771832,6.08969766691694,1,3.01608888787573,4.41065028561182,1.68842816547798,-1.70890514511338,1
9607262,"female",33,"CurrentInUniv",3.2810780049442,3.79361891336962,4,2,2.96700357909037,3,4,1.55477619645569,3,5.34604588200785,1.17800396097427,6.59122407422098,2.47279692754217,5,1,3.5269027123353,5.24877630423171,2.86292002915593,1.62650666199308,2
9610709,"female",33,"CollegeDegree",4.0963952241652,2.73691311478886,5,1,5.20723440591437,3,6,3.9314283177185,2.81263875530451,5.58341508449339,1.18074498680511,3.46023100628615,0.672510352758651,2.7422566794741,1,4.99245494809067,4.93614090762078,2.9664607792681,1.50345203104782,2
9636618,"female",27,"CurrentInUniv",6,1,6,2,5,5,5,2,4.76511323401931,5,2,5,2,2.83471868824125,3,4,6,2,3,3
9682422,"female",37,"CollegeDegree",6,1,6,1,6,1,6,1,2.67499350692914,6,0.732504851595145,2,1,3.21143967977688,1,3,5,1,1,2
9683903,"male",21,"CurrentInUniv",5,2,4.77975697010076,1.92318521020901,5,-0.470336295082439,8.37066077779756,1,1.11965016605891,6,-0.436314510803342,5,4,3.38932358157574,6.0582923526119,5,2,2,2,5.79458762697146
9713438,"male",17,"SomeCollege",5.89877329316287,2.67305294457432,6,1,4.50649496267792,6,1,4.93770014513245,3.99920998281992,6.72590264956208,4.71461504038793,3.9479628331538,6.33629823617289,1.19050739531121,6,1.9175036255356,6.15012237728597,1.08875271285025,0.394129782635,2
9740350,"female",22,"CurrentInUniv",6,1,5.98240249345974,0.570646301734226,5,3.08006029703113,3.73634212327925,1,3.37445484622652,4,2.73252162618646,2,1,0.8669054761182,5.62977065667733,2,5,2,1,1.79198625185021
9767597,"male",19,"HSgrad",3.237366027521,3.76779900282901,2,3,-0.359936614400182,3,5,2.5996596336861,2,3.82160062639117,0.537188132714644,6.01848634205146,0.963378890438032,5,1,3.43455919211454,4.43662648904363,1.92631741270366,1.77746058972687,2
9773195,"female",37,"CollegeDegree",4.15531598620937,4.57613078894871,5,1,5.52786823977527,1,6,1.51265791997322,1,4.28875463414139,0.75457961114351,6.54051824151213,5.2296626472233,3,4,2.95475551227181,4.40942065778037,2.52490253536555,0.413644716239189,2
9803670,"male",19,"CurrentInUniv",4,4,3.85550554561714,1.03903616551258,1,4.50567006635356,1.58120471836596,6,5.39888664035108,5,5.10969769383537,2,3,-0.159801028097094,6.42852522317899,3,6,1,1,1.82134838665984
9828790,"female",22,"CurrentInUniv",5.4570760880218,3.07916316430753,4.47925245595183,1.79967742500526,5.36901561868812,3.23971295826211,3.89055247250019,2.31423788515259,1,6.39965716142522,0.425325859202573,3.9056082204372,1.9430101970651,2,3.57100655859564,2.3833103298171,3.55609056457465,5.4447668088369,5.08867047637741,3.11570221366567
9834472,"male",27,"GradOrProDegree",4,5,4.38644211533412,1.28907060907706,5,0.0850985865620264,6.41736174503204,1,-0.044820497381528,2,1.54404535866642,3.93318878961441,1,4.12954899844726,2.97048101776904,5,3,2,1,2.46948824307652
9860813,"female",20,"CurrentInUniv",6,1,5,1,6,4,6,5,0.415773224761532,5,1.54463630248522,6,4,-1.52224292023244,6,3,3,6,5,5
9869094,"male",23,"CurrentInUniv",4.23734035891469,5.50415982004251,4,3,1.73123923359209,4,4,3.38217310047596,1.76783155985821,3.80672484004124,2.52013901420213,3.08492006400033,3.85161232788091,3.76242947285316,4,3.83412365580134,5.08171016854761,3.39963593385973,2.89848527349782,2
9872684,"male",22,"SomeCollege",2.94450279909293,6.086141255662,3.97789382862105,3.3547287867964,1.20691344557924,3.88224252928691,3.95449644988096,3.53907238235709,1,4.98618034964001,2.21124392763311,4.27011921003543,3.27468149727494,5,3.03209520239574,4.17954117122108,3.11815121979822,3.46592289197819,3.11462289627659,3.3370084279227
9878802,"male",21,"HSgrad",3.03564624643803,2.40982904388171,2,1,3.58077929508352,1,6,2.90177299783788,1,4.60800975885906,1,3.69168448209554,1.58658179693335,2,4,4.72152404087008,1.89121891433317,6.11772616235315,2.28092926998516,5
9921603,"male",21,"HSgrad",4.9954068202763,3.06168877684095,4,3,2.68478046312238,2,4,2.09236415291561,3,2.31771661586995,3.74179808000902,3.02872564066575,1.78068827283511,6,1,4.35557712662177,2.63323170012185,2.15766697839089,1.94159067023755,5
9930080,"female",55,"GradOrProDegree",4,3,3.02594907606118,2.29997400062107,3,2.50975364408592,4.49868905384702,1,4.50278967498002,5,1.44471890836343,3,3,3.62526558780822,3.30698691709057,5,6,2,1,0.40497411206457
9947637,"female",31,"GradOrProDegree",4.54099365225976,2.52845267356402,6,1,3.91977459255025,3,2,2.4017244316146,5.30943701849789,6.07761636781503,4.35594199145011,4.46168870696119,4.44065639454241,3.56040874304689,5,2.5770143461271,5.72207589974852,-0.994005888452162,0.917613634385956,1
9974683,"female",52,"GradOrProDegree",5.91355516517181,2.5880178596398,5,1,3.16984239000981,1,6,2.91172538151398,3.04984105390799,3.71139904653351,2.02394829215228,2.29918501385981,2.40119781901442,3.86259046355154,2,4.97558017620153,6.44156967069858,2.50554618102411,2.80372898694299,1
9977492,"female",19,"CurrentInUniv",5.16541129323775,0.373442887829779,4.24552493405723,0.217932204547681,4.35281195202019,2.34807490943133,3.45522298823425,1.84912636861258,3,4.6594320811017,2.80397459415095,5.52019969536631,4.89405605822471,1,8.63470076606183,1.73153960704899,4.03807430045171,4.30203052178935,0.77529798071851,4.04968097446102
9981567,"female",18,"HSgrad",5,2,4.52255732372828,2.91953986342343,4,3.0731599615332,2.39089482674983,4,5,5,4.39173973038916,5,5,6,2.37819257047188,5,4,2,4,2.90853589249234
9984759,"male",21,"less12yrs",1,6,2.08178260100677,4.17562049230267,1,3.47688746689278,5.90463350187914,6,2,1,3.99601202736226,1,1,6,0.575716698956175,6,1,6,4,5.2682848023035
10010086,"male",21,"SomeCollege",4.79867881145653,2.82321424343974,3,3,3.36784861004648,2,5,3.20582502566251,2,4.47969457217616,2.01000791496092,2.38101395144029,3.10514366321675,6,2,5.45437049064668,4.51180860807613,1.8818644023853,2.30199194439747,2
10010907,"female",21,"CurrentInUniv",4.24668676094067,3.51237143956144,3.58194017004667,3.95789724995886,1.66854742322821,3.50321598556723,4.22202966165968,3.79726501284662,4,1.44954762790415,4.16588568886297,1.87618246192148,4.82728282181546,2,4.45554240918638,2.11452247374074,6.22458341717499,1.41043100336165,2.60128488966863,0.806313165976525
10080287,"female",32,"CollegeDegree",0.189964413977202,4.56763701983461,1,3,1.16592409061729,2,5,3.76023517783567,4,3.26306887864563,2.7827306916094,2.23343214912349,0.993572999587754,2,2,2.88787011388486,2.12986204795557,4.76468020583181,2.8851578313798,5
10108468,"female",17,"less12yrs",6,1,7.43869616227837,1.31174795959869,6,4.62165701595455,4.64436842139302,2,4.5592446175611,5,2.81494579692465,5,4,2.13533914181575,6.12496662474669,4,6,2,4,1.13012857839699
